Prj_ID,Trt_ID,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,FID_TrtPoly002,ObjectID_Union,ObjectID_CountOverlapping,treatment_count,init_date_est,comp_date_est,Init_Date,Comp_Date,init_est,comp_est,init_comp_elapsed,Plan_Imp,Success,Dates_Confirmed,Units,Num_Units,Treatment_Seeded,Seed_List,Seed_Mix_Name,Seeds_or_Seedlings,Seed_List_Confirmed,Control_Areas,Seed_Application_Rate,Seed_Notes,Objectives,Planned_Implementation,Actual_Implementation,Treatment_Effect_and_Results,Trt_Feature_Type,Feature_Status,How_Feature_Created,Feature_Creation_Date,Total_Acres,BLM_Acres,GIS_Notes,Initiated_By,Trt_Concerns,Trt_Concerns_Desc,Problems_Apply_Trt,Problems_Apply_Trt_Desc,Conditions_At_Trt,Conditions_At_Trt_Desc,Trt_Notes,User_Updated,init_m,init_d,init_y,init_m_est,init_d_est,comp_m,comp_d,comp_y,comp_m_est,comp_d_est
6722,18526,Seeding,Ground Seeding,Ground Seeding: Broadcast,11690,10949,4764,4,2003-11-01,2004-01-31,11/1/2003,1/31/2004,actual,actual,91,Implemented,None,1,Acres,431,-1,Confirmed seed list,Little Bucktail Rollerchop Mix,Seeds,Confirmed in GIS,Unknown,NA,NA,"Reset vegetative succession, improve diversity, and composition\r\n\r\nThe objective of this project is to increase the percentage of early and early-mid seral\r\nstages (up to 30% of the area for early and 30% for early-mid) in the project area.\r\nThe proposed action is to reset vegetative\r\nsuccession on a number of old chainings and plow and seedings scattered\r\nacross the landscape. This would improve vegetative diversity, composition,\r\nand productivity of the landscape by creating a mosaic of different age\r\nclasses of vegetation. The increased diversity would benefit big game, small\r\nmammal and bird species, that depend upon this variety; open grasslands,\r\nsage brush communities, and mature pin on and juniper communities to\r\ncomplete some phase of their life cycles.",NA,NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using a GPS unit on the ground",NA,336.5870221,336.1123392,NA,NA,"Forage for wildlife, Rangeland health, Hazardous fuels reduction","The proposed action is to reset vegetative\r\nsuccession on a number of old chainings and plow and seedings scattered\r\nacross the landscape. This would improve vegetative diversity, composition,\r\nand productivity of the landscape by creating a mosaic of different age\r\nclasses of vegetation. The increased diversity would benefit big game, small\r\nmammal and bird species, that depend upon this variety&* open grasslands,\r\nsage brush communities, and mature pin on and juniper communities to\r\ncomplete some phase of their life cycles.",Unknown,NA,None,NA,NA,05:55:00,11,1,2003,11,01,1,31,2004,01,31
8563,23425,Seeding,Aerial Seeding,Aerial Seeding,14942,11032,4767,4,1966-07-07,1966-12-05,7/7/1966,12/5/1966,actual,actual,151,Implemented,Successful,1,Acres,2400,-1,Confirmed seed list,Aerial mix,Seeds,Confirmed on Paper,Unknown,Species Specific,NA,"This project is proposed for pinon-juniper eradication and replacement by the better\r\nforage species, such as grass and browse plants.",Grass and browse seed will be broadcast by airplane and by hand.,"5 pounds of Russian wild rye ,\r\n5 pounds crested wheatgrass, 1/2 pound of Nomad alfalfa and 1/2 pound of yellow sweet\r\nclover were aerial seeded.","Complete change in veg from pin. Jun to grass browse. Erosion changed from severe to slight as grass cover thickens, this will be slowed. Forage production has increased from nothing to 1088# usable forage/ac",Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,3/18/2013,3144.471159,3143.010073,NA,Unknown,"Provide Forage for Livestock, Provide Forage for Wildlife","This project is proposed for pinon-juniper eradication and replacement by the better\r\nforage species, such as grass and browse plants.",None,NA,None,NA,NA,27:08:00,7,7,1966,07,07,12,5,1966,12,05
8563,23427,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,14944,11034,4767,4,1966-07-07,1966-12-05,7/7/1966,12/5/1966,actual,actual,151,Implemented,Unknown,1,Acres,2400,-1,Confirmed seed list,Hand seed,NA,Confirmed on Paper,Unknown,Overall,"There was only a general rate listed for all species combined indicated here, specific rates for each species were not possible.",NA,Improve big game forage,One pound\r\nof four-winged saltbush was hand planted.,"Complete change in veg from pin. Jun to grass browse. Erosion changed from severe to slight as grass cover thickens, this will be slowed. Forage production has increased from nothing to 1088# usable forage/ac",Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,11/21/2013,3144.471159,3143.010073,NA,Unknown,Provide Forage for Wildlife,To improve big game forage,None,NA,None,NA,NA,35:27:00,7,7,1966,07,07,12,5,1966,12,05
6497,17923,Seeding,Seeding,Seeding,11321,11668,4802,5,1953-08-24,1953-12-15,8/24/1953,12/15/1953,actual,actual,113,Implemented,None,2,Acres,1760,-1,Planned seed list,NA,Seeds,Plan,Unknown,NA,NA,To reseed area under the Redd Ranches allotment.,NA,NA,Checked Good in the 1966 inspection report. Marked Fair in the 1988 inspection report.,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,6/18/2014,1578.662402,1326.008361,NA,NA,"Brush control, Carrying capacity, Rangeland health, Seedbed preparation",To reseed the Lackey area.,None,NA,None,NA,NA,10:01:00,8,24,1953,08,24,12,15,1953,12,15
6497,17922,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control,11322,11669,4802,5,1953-08-24,1953-12-15,8/24/1953,12/15/1953,actual,actual,113,Implemented,None,2,Acres,1760,0,NA,NA,NA,NA,NA,NA,NA,Sagebrush to be cut with one-way plow.,NA,NA,Checked Good in the 1966 inspection report. Marked Fair in the 1988 inspection report.,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,6/18/2014,1578.662402,1326.008361,NA,BLM and Cooperators,"Brush control, Carrying capacity, Rangeland health, Seedbed preparation",To reseed the Lackey area.,None,NA,None,NA,NA,07:08:00,8,24,1953,08,24,12,15,1953,12,15
1106,3058,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Rollerchopping,1955,7601,5520,2,2001-05-15,2001-08-15,5/15/2001,8/15/2001,actual,actual,92,Implemented,None,1,None,NA,0,NA,NA,NA,NA,NA,NA,NA,This was a hazardous fuels reduction project done to enhance mule winter range primarily and elk winter range secondarily.\r\n\r\n1) Reduce P/J density and invasion of old sage parks.\r\n2) Improve forage quality on winter ranges for big game.,"Roller chop approximately 200 acres of mature PJ at Black Ridge and 200 acres of\r\nmature PJ at Iron Springs.\r\n\r\nThe contractor will pull the roller chopper filled with water within areas marked, or\r\nverbally agreed upon for treatment. All roller chopping will be done in a manner as instructed by\r\nthe COR or PL That is, to roller chop in a continuous manner, occasionally leaving scattered\r\npatches or single large trees scattered throughout the areas to be treated. Rocky and/or steep\r\nareas will be avoided. Some larger islands of vegetation will be left untreated.",NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,563.2208303,562.1264527,NA,Contractor,"Hazardous fuels reduction, Habitat for wildlife, Rangeland health, Forage quality, Forage for wildlife",NA,Unknown,NA,None,NA,NA,13:57:00,5,15,2001,05,15,8,15,2001,08,15
1106,3059,Seeding,Ground Seeding,Ground Seeding: Broadcast,1956,7602,5520,2,2001-05-15,2001-08-15,5/15/2001,8/15/2001,actual,actual,92,Implemented,None,1,Acres,214,-1,Confirmed seed list,Black Ridge Rollerchop Mix,Seeds,Confirmed on Paper,Unknown,NA,NA,This was a hazardous fuels reduction project done to enhance mule winter range primarily and elk winter range secondarily.,NA,"The project area was seeded by a broadcast seeder attached to the D-9 dozer while it traversed the area.\r\n\r\nThe area was seeded to a mix of native grasses, shrubs, and forbs, including big\r\nsage, mountain big sagebrush, antelope bitterbrush, mountain mahogany, rocky mountain\r\nand palmer pentstomen, small burnet, yarrow, sunflower, sandberg bluegrass, squirrel\r\ntail, needle and thread, sand dropseed, siberean wheatgrass, slender wheatgrass, western\r\nwheatgrass,.",NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,78.93553013,78.88271296,NA,Contractor,"Hazardous fuels reduction, Habitat for wildlife, Rangeland health, Forage quality, Forage for wildlife",NA,Unknown,NA,None,NA,NA,48:28:00,5,15,2001,05,15,8,15,2001,08,15
1783,4961,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3225,7701,5543,2,1966-10-15,1967-02-15,10/00/1966,2/00/1967,estimated day,estimated day,123,Implemented,Unknown,1,Acres,1379,0,NA,NA,NA,NA,NA,NA,NA,Eradicate juniper...,NA,NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,1304.840757,1299.577845,NA,Contractor,"Provide forage for livestock, Provide forage for wildlife",Eradicate juniper and reseed to crested wheatgrass to provide forage for livestock and big game. (in conjunction with Mackey fence).,None,NA,None,NA,Please note that the Project Payment Form for this treatment is dated 30 September and the Project Completion Report states the project does not begin until October 1966.,54:27:00,10,00,1966,10,15,2,00,1967,02,15
1783,4962,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,3226,7702,5543,2,1966-10-15,1967-02-15,10/00/1966,2/00/1967,estimated day,estimated day,123,Implemented,Unknown,1,Acres,1379,-1,Confirmed seed list,NA,Seeds,Confirmed on Paper,Unknown,Species Specific,NA,NA,Aerial broadcast.,Vegetation condition: pinyon-juniper.\r\nThrift: hardy.\r\nDensity: very dense.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,1304.840757,1299.577845,NA,Contractor,"Provide forage for livestock, Provide forage for wildlife",...provide forage for livestock and big game.,None,NA,None,NA,"Note that the estimated dates for the treatment are based off the project completion report while the Stores issue form shows the seed being purchased in March, 1 month post project completion.",53:04:00,10,00,1966,10,15,2,00,1967,02,15
3105,8673,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,5424,7819,5560,2,1978-09-01,1978-12-31,9/1/1978,12/31/1978,actual,actual,121,Implemented,None,1,Acres,350,0,NA,NA,NA,NA,NA,NA,NA,...reduce erosion and improve wildlife and livestock forage.,330 acres need to be chained and needed to reduce erosion and improve wildlife and livestock forage.,NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using computer program from aerial imagery",NA,313.8140423,313.1541305,NA,NA,"Erosion, Forage for livestock, Forage for wildlife",NA,Unknown,NA,None,NA,NA,08:20:00,9,1,1978,09,01,12,31,1978,12,31
3105,8674,Seeding,Aerial Seeding,Aerial Seeding,5425,7820,5560,2,1978-09-01,1978-12-31,9/1/1978,12/31/1978,actual,actual,121,Implemented,None,1,Acres,350,-1,Confirmed seed list,Dave Wood Chaining and Interseeding Mix,Seeds,Confirmed on Paper,Unknown,NA,NA,...reduce erosion and improve wildlife and livestock forage.,Aerial Seed at 13.5 lb./Ac. Contract price 26.50/acre,NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using computer program from aerial imagery",NA,313.8140423,313.1541305,NA,NA,"Erosion, Forage for livestock, Forage for wildlife",NA,Unknown,NA,None,NA,NA,10:17:00,9,1,1978,09,01,12,31,1978,12,31
3769,10575,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,6523,7897,5570,2,1965-09-15,1965-11-15,9/00/1965,11/00/1965,estimated day,estimated day,61,Implemented,None,2,Acres,1000,0,NA,NA,NA,NA,NA,NA,NA,Improve wildlife habitat and supply more forage for domestic livestock and wildlife.,NA,Chained in one direction with anchor chain pulled by two tractors.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,1098.191935,1077.067054,NA,NA,"Habitat for wildlife, Provide forage for wildlife",NA,None,NA,None,NA,NA,34:27:00,9,00,1965,09,15,11,00,1965,11,15
3769,10576,Seeding,Ground Seeding,Ground Seeding: Broadcast,6524,7898,5570,2,1965-09-15,1965-11-15,9/00/1965,11/00/1965,estimated day,estimated day,61,Implemented,None,2,Acres,1000,-1,Confirmed seed list,NA,Seeds,Confirmed on Paper,NA,Species Specific,NA,Improve wildlife habitat and supply more forage for domestic livestock and wildlife.,NA,Ground broadcast by men on horseback.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,1098.191935,1077.067054,NA,NA,"Habitat for wildlife, Provide forage for wildlife",NA,None,NA,None,NA,NA,39:52:00,9,00,1965,09,15,11,00,1965,11,15
4142,11634,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,7216,7973,5584,2,2000-06-15,2000-06-15,00/00/2000,00/00/2000,estimated month and day,estimated month and day,0,Implemented,None,2,None,NA,0,NA,NA,NA,NA,NA,NA,NA,"The purpose of the action is to slow the spread of the exotic/invasive Russian olive tree in riparian habitats\r\nthat are now lightly infested. Russian olive trees can become extremely dense monocultures where native\r\nriparian vegetation can not compete. Healthy stands of native riparian vegetation protect steam banks, guard\r\nagainst erosion, and contribute to the proper functioning condition of riparian areas.\r\nThe need for the action was determined by the observation of the early stages of Russian olive invasion in\r\ndesignated riparian habitats along the tributary drainages of the three river systems in the FFO (San Juan,\r\nAnimas, La Plata).",NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,7/17/2012,46366.30583,36040.45296,NA,BLM and Cooperators,Loss of riparian vegetation,"The purpose of the action is to slow the spread of the exotic/invasive Russian olive tree in riparian habitats\r\nthat are now lightly infested. Russian olive trees can become extremely dense monocultures where native\r\nriparian vegetation can not compete. Healthy stands of native riparian vegetation protect steam banks, guard\r\nagainst erosion, and contribute to the proper functioning condition of riparian areas.\r\nThe need for the action was determined by the observation of the early stages of Russian olive invasion in\r\ndesignated riparian habitats along the tributary drainages of the three river systems in the FFO (San Juan,\r\nAnimas, La Plata).",None,NA,None,NA,NA,21:16:00,00,00,2000,06,15,00,00,2000,06,15
4142,11635,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Thinning,7217,7974,5584,2,2000-06-15,2000-06-15,00/00/2000,00/00/2000,estimated month and day,estimated month and day,0,Implemented,None,2,None,NA,0,NA,NA,NA,NA,NA,NA,NA,"The purpose of the action is to slow the spread of the exotic/invasive Russian olive tree in riparian habitats\r\nthat are now lightly infested. Russian olive trees can become extremely dense monocultures where native\r\nriparian vegetation can not compete. Healthy stands of native riparian vegetation protect steam banks, guard\r\nagainst erosion, and contribute to the proper functioning condition of riparian areas.\r\nThe need for the action was determined by the observation of the early stages of Russian olive invasion in\r\ndesignated riparian habitats along the tributary drainages of the three river systems in the FFO (San Juan,\r\nAnimas, La Plata).",NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,7/17/2012,46366.30583,36040.45296,NA,BLM and Cooperators,Loss of riparian vegetation,"The purpose of the action is to slow the spread of the exotic/invasive Russian olive tree in riparian habitats\r\nthat are now lightly infested. Russian olive trees can become extremely dense monocultures where native\r\nriparian vegetation can not compete. Healthy stands of native riparian vegetation protect steam banks, guard\r\nagainst erosion, and contribute to the proper functioning condition of riparian areas.\r\nThe need for the action was determined by the observation of the early stages of Russian olive invasion in\r\ndesignated riparian habitats along the tributary drainages of the three river systems in the FFO (San Juan,\r\nAnimas, La Plata).",None,NA,None,NA,NA,22:52:00,00,00,2000,06,15,00,00,2000,06,15
4717,13102,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,8229,8049,5598,2,1959-10-07,1959-10-29,10/7/1959,10/29/1959,actual,actual,22,Implemented,None,2,Acres,1271.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plowing and seeding of project area.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,1411.580276,1357.334668,NA,NA,Provide forage for livestock,NA,None,NA,None,NA,NA,10:14:00,10,7,1959,10,07,10,29,1959,10,29
4717,13103,Seeding,Ground Seeding,Ground Seeding: Broadcast,8230,8050,5598,2,1959-10-07,1959-10-29,10/7/1959,10/29/1959,actual,actual,22,Implemented,None,2,Acres,1271.6,-1,Confirmed seed list,NA,Seeds,Confirmed on Paper,NA,Species Specific,NA,NA,NA,Plowing and seeding of project area.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,1411.580276,1357.334668,NA,NA,Provide forage for livestock,NA,None,NA,None,NA,NA,10:14:00,10,7,1959,10,07,10,29,1959,10,29
4891,13587,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,8554,8073,5599,2,1983-08-16,1983-11-28,8/16/1983,11/28/1983,actual,actual,104,Implemented,None,1,Acres,1300,0,NA,NA,NA,NA,NA,NA,NA,...provide additional livestock and wildlife forage in crucial deer winter range.,NA,NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using computer program from aerial imagery",NA,1294.098947,1293.34106,NA,NA,"Forage for livestock, Forage for wildlife",This Project is needed to implement the Green Mtn. AMP #5017 and provide additional livestock and wildlife forage in crucial deer winter range. At least two to three 5 acre blocks will be left as sagebrush cover for sage grouse in each of the areas greater than 80-100 ac.,Unknown,NA,None,NA,NA,30:15:00,8,16,1983,08,16,11,28,1983,11,28
4891,13588,Seeding,Seeding,Seeding,8555,8074,5599,2,1983-08-16,1983-11-28,8/16/1983,11/28/1983,actual,actual,104,Implemented,None,1,Acres,1300,-1,Confirmed seed list,Green Mountain Plow and Seed Mix,Seeds,Confirmed in GIS,Unknown,NA,NA,...provide additional livestock and wildlife forage in crucial deer winter range.,NA,"1300 acres seeded with crested wheat, pubescent wheat, dry land alfalfa, and yellow sweet clover",NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using computer program from aerial imagery",NA,1294.098947,1293.34106,NA,NA,"Forage for livestock, Forage for wildlife",This Project is needed to implement the Green Mtn. AMP #5017 and provide additional livestock and wildlife forage in crucial deer winter range. At least two to three 5 acre blocks will be left as sagebrush cover for sage grouse in each of the areas greater than 80-100 ac.,Unknown,NA,None,NA,NA,32:09:00,8,16,1983,08,16,11,28,1983,11,28
5877,16259,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Rollerchopping,10224,8171,5608,2,2001-09-01,2001-09-15,9/1/2001,9/15/2001,actual,actual,14,Implemented,None,1,Acres,138,0,NA,NA,NA,NA,NA,NA,NA,habitat improvement (forage-cattle)\r\nfuel reduction,NA,NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,112.5704873,108.9905541,NA,Contractor,"Habitat for wildlife, Hazardous fuels reduction",NA,Unknown,NA,None,NA,NA,44:44:00,9,1,2001,09,01,9,15,2001,09,15
5877,16260,Seeding,Ground Seeding,Ground Seeding: Broadcast,10225,8172,5608,2,2001-09-01,2001-09-15,9/1/2001,9/15/2001,actual,actual,14,Implemented,None,1,Acres,138,-1,Not Determined,NA,NA,NA,NA,NA,NA,habitat improvement (forage-cattle)\r\nfuel reduction,NA,Broadcast with rollerchopper,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,112.5704873,108.9905541,NA,Contractor,"Habitat for wildlife, Hazardous fuels reduction",NA,Unknown,NA,None,NA,NA,53:01:00,9,1,2001,09,01,9,15,2001,09,15
8610,23558,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,15025,8473,5659,2,1966-04-26,1966-05-19,4/26/1966,5/19/1966,actual,actual,23,Implemented,Unknown,2,Acres,360,-1,Confirmed seed list,NA,NA,Confirmed on Paper,NA,NA,NA,NA,270 feet of 90 lbs./link anchor chain towed by 2 T-8 caterpillar tractors 150 drawbar horsepower minimum.\r\n\r\n110 - 140 foot swath.,NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,284.91561,284.7592469,NA,BLM and Cooperators,Other (See Trt Notes),This project will reduce shading and  competition for moisture and provide a seedbed for reseeding with grass.,None,NA,Dry,NA,NA,03:05:00,4,26,1966,04,26,5,19,1966,05,19
8610,23559,Seeding,Ground Seeding,Ground Seeding: Broadcast,15026,8474,5659,2,1966-04-26,1966-05-19,4/26/1966,5/19/1966,actual,actual,23,Implemented,Unknown,2,Acres,360,-1,Confirmed seed list,NA,Seeds,Confirmed on Paper,Unknown,Species Specific,"Stores issue was used to verify the seed rates, note that the issue does not match what was reported on the land treatment report or the completion report.",NA,Seed broadcast by permittee under cooperative agreement $1.00/acre allowed for his labor.,NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,284.91561,284.7592469,NA,BLM and Cooperators,"Erosion, Other (See Trt Notes)",Seeding will increase forage plants and reduce erosion.,None,NA,Dry,NA,NA,57:41:00,4,26,1966,04,26,5,19,1966,05,19
9588,26045,Seeding,Ground Seeding,Ground Seeding: Broadcast,16620,8565,5676,2,1964-04-13,1964-04-23,4/13/1964,4/23/1964,actual,actual,10,Implemented,Unknown,2,Acres,1292,-1,Confirmed seed list,Rio Puerco Mix,Seeds,Confirmed on Paper,Unknown,Overall,"There was only a general rate listed for all species combined indicated here, specific rates for each species were not possible.",NA,NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/16/2016,1345.451644,1333.522304,NA,BLM,"Establishment of seeded species, Loss of vegetation, Rangeland health, Sagebrush, Vegetal cover",Approximately 1500 acres of public domain land to be cleared of brush by marden brush cutters and seeded to crested wheatgrass.  Cutting and seeding to be done in one operation.,None,NA,None,NA,NA,42:41:00,4,13,1964,04,13,4,23,1964,04,23
9588,26044,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,16621,8566,5676,2,1964-04-13,1964-04-23,4/13/1964,4/23/1964,actual,actual,10,Implemented,Unknown,2,Acres,1292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/17/2016,1345.451644,1333.522304,NA,BLM,"Establishment of seeded species, Loss of vegetation, Rangeland health, Sagebrush, Vegetal cover, Unknown",Approximately 1500 acres of public domain land to be cleared of brush by marden brush cutters and seeded to crested wheatgrass.  Cutting and seeding to be done in one operation.,None,NA,None,NA,NA,14:07:00,4,13,1964,04,13,4,23,1964,04,23
11912,32218,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,20704,8707,5696,2,1964-04-24,1964-10-07,4/24/1964,10/7/1964,actual,actual,166,Implemented,None,1,Acres,293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tractor was a D-8 Caterpillar equipped with dozer. The two plows were Minneapolis Moline 10-foot Wheatland plows.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using computer program from aerial imagery",NA,330.8991391,330.5709082,NA,Contractor,Unknown,NA,Unknown,NA,None,NA,NA,34:47:00,4,24,1964,04,24,10,7,1964,10,07
11912,32219,Seeding,Drill Seeding,Ground Seeding: Drill,20705,8708,5696,2,1964-04-24,1964-10-07,4/24/1964,10/7/1964,actual,actual,166,Implemented,None,1,Acres,293,-1,Confirmed seed list,Transfer Plowing and Seeding Mix,Seeds,Confirmed on Paper,Unknown,NA,NA,NA,NA,"The area was drilled with John Deere 16X7B standard drills. The seed mixture rate was 5# of crested wheat, 1# yellow blossomed sweet clover and 1# of Russian wildrye per acre. Areas were defined on large aerial photo with a scale of 9.73 acres per square inch.",NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using computer program from aerial imagery",NA,330.8991391,330.5709082,NA,Contractor,Unknown,NA,Unknown,NA,None,NA,NA,49:23:00,4,24,1964,04,24,10,7,1964,10,07
13100,35295,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,22789,8795,5711,2,1967-07-19,1968-01-04,7/19/1967,1/4/1968,actual,actual,169,Implemented,See Comments,2,Acres,1771,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Many young trees were coming in below the old mature stand, chaining had little effect on these.",NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,1988.949432,1986.478999,NA,Contractor,"Provide forage for livestock, Provide forage for wildlife",...to provide forage for livestock and big game.,None,NA,Raining,The area received a considerable amount of precipitation during treatment.,NA,04:57:00,7,19,1967,07,19,1,4,1968,01,04
13100,35296,Seeding,Aerial Seeding,Aerial Seeding,22790,8796,5711,2,1967-07-19,1968-01-04,7/19/1967,1/4/1968,actual,actual,169,Implemented,See Comments,2,Acres,1771,-1,Confirmed seed list,NA,Seeds,Confirmed on Paper,Unknown,Species Specific,The stores issue does not reflect the same amount of seed as described in the Completion Report.,NA,NA,Condition or success of improvement: Good\r\nVery little P-J regrowth.  Grass looks good.\r\nRecommended action: Normal maintenance.\r\nNeeded repairs or treatment: None.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,1988.949432,1986.478999,NA,Contractor,"Provide forage for livestock, Provide forage for wildlife",...to provide forage for livestock and big game.,None,NA,"Snow on Ground,",The area received a considerable amount of precipitation during treatment.\r\n\r\nArea was seeded on top of 10-12 inches of snow.,NA,04:57:00,7,19,1967,07,19,1,4,1968,01,04
13451,14715,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Rollerchopping,23332,8871,5737,2,2004-04-01,2004-05-10,4/1/2004,5/10/2004,actual,actual,39,Implemented,None,2,Acres,276,0,NA,NA,NA,NA,NA,NA,NA,...to reduce hazardous fuels near powerlines.,NA,NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using a GPS unit on the ground",NA,271.246892,270.2409356,NA,Contractor,Hazardous fuels reduction,NA,Unknown,NA,None,NA,NA,30:48:00,4,1,2004,04,01,5,10,2004,05,10
13451,14716,Seeding,Ground Seeding,Ground Seeding: Broadcast,23333,8872,5737,2,2004-04-01,2004-05-10,4/1/2004,5/10/2004,actual,actual,39,Implemented,None,2,Acres,276,-1,Confirmed seed list,Highway 90 Powerline Rollerchop Mix,Seeds,Confirmed in GIS,Unknown,NA,NA,"fuel reduction, powerline improvement",NA,"Broadcast while rollerchopping.\r\nGranite Seed, mix #37602",NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using a GPS unit on the ground",NA,271.246892,270.2409356,NA,NA,Hazardous fuels reduction,NA,Unknown,NA,None,NA,NA,22:08:00,4,1,2004,04,01,5,10,2004,05,10
13595,23594,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Rollerchopping,23533,8895,5741,2,2000-07-15,2000-09-20,7/15/2000,9/20/2000,actual,actual,67,Implemented,NA,1,Acres,240,0,NA,NA,NA,NA,NA,NA,NA,"Purpose: To improve the quantity and quality of winter forage for deer and elk and to reduce the density of\r\nyoung pinon and juniper.\r\nGoals:\r\n1. Increase forage production (grasses, forbs, and shrubs) 50-350 percent.\r\n2. Kill 60-80 percent of the pinon and juniper trees found on the site.","Project will be re-seeded with a mix of 80 percent grasses (slender wheatgrass,\r\nwestern wheatgrass, Indian ricegrass, needle and thread, and squirreltail), 15 percent forbs Rocky Mountain\r\npentstomen, Palmer pentsomen, sunflower, small burnet, and dryland alfalfa), and 5 percent shrubs\r\n(mountain mahogany, bitterbrush, and big sagebrush).",NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using a GPS unit on the ground",NA,240.556572,240.3302336,NA,Contractor,"Invasion by pinyon-juniper, Pinon-juniper",NA,Unknown,NA,None,NA,NA,52:37:00,7,15,2000,07,15,9,20,2000,09,20
13595,23595,Seeding,Seeding,Seeding,23534,8896,5741,2,2000-07-15,2000-09-20,7/15/2000,9/20/2000,actual,actual,67,Implemented,NA,1,Acres,240,-1,Not Determined,NA,NA,NA,NA,NA,NA,"Purpose: To improve the quantity and quality of winter forage for deer and elk and to reduce the density of\r\nyoung pinon and juniper.\r\nGoals:\r\n1. Increase forage production (grasses, forbs, and shrubs) 50-350 percent.\r\n2. Kill 60-80 percent of the pinon and juniper trees found on the site.","Project will be re-seeded with a mix of 80 percent grasses (slender wheatgrass,\r\nwestern wheatgrass, Indian ricegrass, needle and thread, and squirreltail), 15 percent forbs Rocky Mountain\r\npentstomen, Palmer pentsomen, sunflower, small burnet, and dryland alfalfa), and 5 percent shrubs\r\n(mountain mahogany, bitterbrush, and big sagebrush).",NA,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using a GPS unit on the ground",NA,240.556572,240.3302336,NA,Contractor,"Invasion by pinyon-juniper, Pinon-juniper",NA,Unknown,NA,None,NA,NA,52:29:00,7,15,2000,07,15,9,20,2000,09,20
